row_id,hcp_id,period,specialty,region,territory_id,institution_type,decile,years_in_practice,calls_last_90d,days_since_last_call,email_sent_last_90d,emails_opened_last_90d,samples_dropped_last_90d,speaker_program_attended_12m,digital_engagement_score,patient_volume_est,nbrx_last_month,nbrx_3m_avg,trx_3m_avg,competitor_share_pct,payer_mix_commercial_pct,formulary_status,campaign_wave_id,followup_call_logged_flag,territory_target_refresh_flag
148,102220,2026-04,Endocrinology,West,T-W14,Private Clinic,6,17.0,8,9.0,5,0,6,0,27.3,133.0,4.04,4.02,11.56,17.9,52.5,Preferred,W141,,0.0
149,100352,2026-01,Internal Medicine,Central,T-C77,Academic,2,22.0,1,22.0,7,0,0,0,29.0,84.0,2.69,1.83,3.88,89.6,44.0,Non-preferred,W175,,0.0
150,100370,2026-04,Cardiology,South,T-S74,Group Practice,2,24.0,0,28.0,13,5,0,0,61.3,84.0,1.46,1.83,6.95,74.6,80.3,Not covered,W169,1.0,0.0
151,102379,2026-03,Internal Medicine,East,T-E50,Academic,8,22.0,4,13.0,6,3,2,0,34.6,157.0,4.89,5.11,15.36,36.7,42.2,Non-preferred,W124,,0.0
152,101792,2026-03,Internal Medicine,South,T-S53,Group Practice,8,19.0,4,13.0,12,2,3,0,55.5,157.0,6.44,5.11,18.54,3.3,63.7,Non-preferred,W14,,0.0
153,102118,2026-02,Endocrinology,South,T-S13,Hospital,5,19.0,2,18.0,10,3,4,0,52.7,120.0,5.59,3.47,12.62,50.5,77.2,Non-preferred,W189,,0.0
154,100404,2026-06,Internal Medicine,South,T-S44,Hospital,2,17.0,2,18.0,6,1,1,0,50.4,84.0,1.65,1.83,6.95,62.3,64.8,Preferred,W133,,0.0
155,100826,2026-05,Endocrinology,West,T-W21,Group Practice,9,5.0,3,15.0,6,2,2,0,42.2,169.0,6.32,5.66,20.43,41.1,72.5,Preferred,W126,,0.0
156,101185,2026-04,Endocrinology,East,T-E42,Group Practice,5,11.0,1,22.0,8,5,2,0,60.0,120.0,4.88,3.47,12.45,64.9,63.7,Non-preferred,W146,,0.0
157,101189,2026-03,Internal Medicine,South,T-S62,Hospital,7,25.0,3,15.0,5,0,4,0,11.9,145.0,2.68,4.57,20.67,33.8,64.1,Not covered,W72,,1.0
158,100054,2026-02,Cardiology,West,T-W67,Hospital,4,11.0,4,13.0,5,1,5,0,49.1,108.0,3.62,2.92,8.92,66.6,88.5,Preferred,W129,,0.0
159,100151,2026-01,Internal Medicine,Central,T-C18,Private Clinic,7,20.0,4,13.0,5,2,2,0,71.9,145.0,5.19,4.57,11.33,63.4,48.0,Preferred,W3,,1.0
160,102033,2026-04,Nephrology,West,T-W78,Private Clinic,5,22.0,1,22.0,8,3,1,0,37.8,120.0,4.01,3.47,7.16,68.0,48.3,Preferred,W133,,0.0
161,102381,2026-04,Internal Medicine,South,T-S22,Private Clinic,3,17.0,0,28.0,7,1,0,0,48.5,96.0,3.97,2.37,8.29,88.6,68.5,Non-preferred,W30,,0.0
162,102441,2026-04,Internal Medicine,West,T-W61,Academic,4,21.0,3,15.0,3,0,1,0,60.8,108.0,2.03,2.92,7.77,34.7,45.4,Non-preferred,W197,,0.0
163,100603,2026-04,Primary Care,East,T-E40,Hospital,8,15.0,2,18.0,5,0,3,0,6.3,157.0,7.29,5.11,9.33,36.7,86.7,Preferred,W92,0.0,0.0
164,102055,2026-02,Primary Care,East,T-E11,Group Practice,2,9.0,1,22.0,6,1,2,0,39.8,84.0,2.84,1.83,6.26,78.8,43.9,Preferred,W218,,1.0
165,100342,2026-06,Nephrology,West,T-W35,Private Clinic,7,22.0,3,15.0,7,3,1,0,61.4,145.0,4.19,4.57,19.25,67.8,68.2,Preferred,W59,,0.0
166,102099,2026-05,Internal Medicine,South,T-S79,Private Clinic,8,7.0,1,22.0,9,2,2,0,57.3,157.0,6.92,5.11,17.79,64.4,57.2,Non-preferred,W198,,0.0
167,101433,2026-03,Internal Medicine,West,T-W54,Group Practice,4,23.0,3,15.0,2,1,4,1,45.0,108.0,3.11,2.92,10.69,50.6,40.0,Preferred,W6,,1.0
168,101293,2026-03,Cardiology,North,T-N75,Group Practice,1,10.0,2,18.0,9,2,1,0,83.1,72.0,2.04,1.28,4.29,60.2,53.5,Restricted,W165,,0.0
169,101423,2026-04,Endocrinology,Central,T-C26,Hospital,8,5.0,5,11.0,6,1,5,0,88.9,157.0,6.7,5.11,22.29,44.2,33.0,Non-preferred,W72,,0.0
170,101731,2026-03,Endocrinology,North,T-N25,Hospital,6,19.0,2,18.0,5,4,1,0,75.4,133.0,5.51,4.02,16.04,20.7,31.3,Not covered,W187,0.0,0.0
171,101159,2026-02,Primary Care,West,T-W40,Hospital,2,12.0,0,28.0,6,0,0,0,49.8,84.0,1.51,1.83,6.18,57.8,51.6,Restricted,W169,,1.0
172,100532,2026-02,Nephrology,West,T-W69,Group Practice,4,19.0,6,10.0,7,0,5,0,62.8,108.0,2.18,2.92,9.37,64.3,68.2,Not covered,W171,,1.0
173,100418,2026-02,Internal Medicine,West,T-W33,Group Practice,4,9.0,2,18.0,6,2,0,0,46.1,108.0,2.81,2.92,8.87,40.6,34.2,Preferred,W201,,0.0
174,102131,2026-06,Internal Medicine,North,T-N48,Hospital,1,21.0,1,22.0,7,4,1,1,31.9,72.0,1.03,1.28,3.74,46.8,45.6,Preferred,W2,,0.0
175,100297,2026-01,Cardiology,North,T-N65,Private Clinic,8,19.0,5,11.0,4,2,4,1,57.4,157.0,5.25,5.11,23.12,67.1,78.3,Not covered,W109,,0.0
176,100177,2026-05,Internal Medicine,North,T-N70,Group Practice,9,20.0,5,11.0,12,2,4,0,35.8,169.0,6.28,5.66,26.88,27.2,43.1,Preferred,W49,,0.0
177,101413,2026-05,Nephrology,East,T-E26,Group Practice,7,23.0,2,18.0,7,3,2,0,53.6,145.0,5.46,4.57,17.56,19.3,73.5,Preferred,W20,,0.0
178,101225,2026-04,Cardiology,Central,T-C60,Private Clinic,3,19.0,0,28.0,4,0,0,0,27.5,96.0,2.73,2.37,8.74,52.2,48.7,Preferred,W168,,0.0
179,100312,2026-03,Internal Medicine,East,T-E38,Private Clinic,1,9.0,1,22.0,5,2,0,0,64.2,72.0,0.19,1.28,4.38,46.4,35.6,Restricted,W42,,0.0
180,101155,2026-06,Nephrology,West,T-W49,Private Clinic,7,14.0,5,11.0,7,2,2,1,55.0,145.0,4.41,4.57,16.21,55.4,49.0,Non-preferred,W106,0.0,0.0
181,100129,2026-06,Internal Medicine,North,T-N23,Private Clinic,3,13.0,4,13.0,7,1,4,0,54.0,96.0,2.76,2.37,7.04,50.0,72.4,Non-preferred,W96,,0.0
182,101644,2026-02,Endocrinology,North,T-N68,Private Clinic,3,10.0,0,28.0,5,1,0,0,37.3,96.0,2.52,2.37,7.42,47.5,84.3,Not covered,W216,,0.0
183,100156,2026-05,Endocrinology,West,T-W24,Hospital,6,17.0,2,18.0,4,1,1,0,52.1,133.0,3.73,4.02,13.43,77.4,59.1,Non-preferred,W37,,1.0
184,100035,2026-05,Internal Medicine,North,T-N31,Private Clinic,6,16.0,2,18.0,6,2,2,0,92.8,133.0,5.19,4.02,14.68,35.2,61.3,Non-preferred,W92,,0.0
185,100968,2026-02,Internal Medicine,West,T-W46,Group Practice,10,14.0,4,13.0,2,1,7,0,36.6,181.0,5.39,6.21,19.38,9.7,67.5,Not covered,W204,,0.0
186,101196,2026-04,Internal Medicine,West,T-W61,Private Clinic,7,5.0,2,18.0,11,5,2,0,37.9,145.0,5.38,4.57,15.27,25.1,71.6,Preferred,W108,,0.0
187,101461,2026-05,Internal Medicine,West,T-W53,Group Practice,7,19.0,7,9.0,5,2,12,0,56.3,145.0,4.68,4.57,9.01,65.3,38.6,Preferred,W16,,0.0
188,100360,2026-06,Internal Medicine,East,T-E42,Hospital,2,4.0,2,18.0,4,1,1,0,53.4,84.0,2.26,1.83,8.57,71.3,57.8,Non-preferred,W161,,0.0
189,102404,2026-05,Internal Medicine,Central,T-C48,Group Practice,8,13.0,4,13.0,7,1,3,0,51.6,157.0,8.09,5.11,14.36,86.3,59.3,Restricted,W76,,1.0
190,101295,2026-05,Cardiology,West,T-W50,Private Clinic,4,16.0,0,28.0,1,1,0,0,40.2,108.0,2.33,2.92,12.89,80.7,69.7,Preferred,W139,,0.0
191,102180,2026-04,Endocrinology,North,T-N59,Private Clinic,4,19.0,2,18.0,5,1,6,0,36.7,108.0,1.07,2.92,12.57,20.0,43.0,Preferred,W20,,0.0
192,100270,2026-03,Cardiology,North,T-N23,Group Practice,7,18.0,2,18.0,6,3,5,0,61.9,145.0,6.14,4.57,12.13,16.7,64.1,Preferred,W100,,0.0
193,100329,2026-01,Internal Medicine,Central,T-C29,Hospital,1,1.0,1,22.0,6,3,0,0,52.6,72.0,0.91,1.28,6.28,30.8,51.1,Non-preferred,W156,,0.0
194,101211,2026-04,Cardiology,West,T-W43,Private Clinic,2,24.0,1,22.0,7,2,1,0,35.5,84.0,1.25,1.83,7.28,38.8,49.8,Non-preferred,W185,,1.0
195,101646,2026-03,Endocrinology,North,T-N76,Private Clinic,5,30.0,2,18.0,8,2,1,1,52.9,120.0,5.25,3.47,16.64,64.7,49.8,Preferred,W5,,0.0
196,102386,2026-01,Internal Medicine,East,T-E51,Group Practice,9,11.0,5,11.0,9,1,6,0,52.0,169.0,6.3,5.66,21.5,67.6,73.0,Not covered,W10,,1.0
197,100787,2026-05,Endocrinology,West,T-W21,Hospital,8,16.0,4,13.0,8,2,0,0,63.5,157.0,3.69,5.11,17.59,74.5,86.6,Non-preferred,W13,,0.0
198,101029,2026-03,Internal Medicine,West,T-W68,Hospital,8,33.0,4,13.0,8,4,5,0,64.2,157.0,4.18,5.11,11.54,31.4,57.4,Preferred,W102,,0.0
199,100900,2026-06,Primary Care,North,T-N30,Group Practice,6,14.0,6,10.0,7,2,8,0,51.4,133.0,4.0,4.02,15.93,76.6,57.3,Preferred,W155,,1.0
200,100357,2026-04,Internal Medicine,Central,T-C22,Group Practice,5,14.0,2,18.0,13,5,1,0,47.5,120.0,3.9,3.47,7.45,23.4,51.9,Non-preferred,W24,,1.0
201,101815,2026-02,Primary Care,South,T-S24,Private Clinic,3,11.0,4,13.0,5,1,3,0,45.6,96.0,1.79,2.37,5.8,95.8,68.0,Preferred,W129,,1.0
202,100482,2026-03,Internal Medicine,East,T-E51,Academic,2,4.0,4,13.0,12,5,2,0,55.0,84.0,3.39,1.83,6.95,63.8,82.7,Not covered,W90,,0.0
203,101932,2026-01,Internal Medicine,Central,T-C51,Private Clinic,7,23.0,3,15.0,5,0,3,0,55.8,145.0,3.24,4.57,8.02,62.7,52.7,Preferred,W111,,0.0
204,102088,2026-02,Cardiology,North,T-N79,Group Practice,3,7.0,1,22.0,7,1,0,0,59.2,96.0,2.03,2.37,11.49,60.2,41.4,Non-preferred,W60,,0.0
205,102198,2026-03,Cardiology,West,T-W49,Academic,3,14.0,5,11.0,7,0,4,0,69.5,96.0,2.79,2.37,7.52,51.2,63.5,Non-preferred,W88,,0.0
206,100292,2026-04,Internal Medicine,West,T-W61,Private Clinic,9,24.0,5,11.0,8,2,5,0,54.7,169.0,6.58,5.66,13.9,55.8,55.6,Preferred,W48,,0.0
207,101296,2026-06,Endocrinology,East,T-E29,Hospital,8,26.0,1,22.0,5,1,0,1,40.1,157.0,6.24,5.11,24.49,36.2,47.2,Restricted,W108,,0.0
208,101738,2026-02,Nephrology,Central,T-C19,Private Clinic,10,16.0,3,15.0,10,4,1,0,45.4,181.0,6.57,6.21,22.28,36.8,62.1,Non-preferred,W206,,1.0
209,101378,2026-04,Internal Medicine,East,T-E76,Group Practice,10,5.0,4,13.0,3,0,3,0,20.2,181.0,9.36,6.21,19.77,34.5,46.8,Non-preferred,W102,,0.0
210,100083,2026-02,Cardiology,Central,T-C48,Academic,9,22.0,6,10.0,10,6,5,0,58.5,169.0,6.49,5.66,18.32,74.3,58.2,Non-preferred,W31,,0.0
211,102152,2026-04,Primary Care,North,T-N37,Hospital,9,18.0,8,9.0,9,5,9,0,76.9,169.0,6.22,5.66,25.04,76.0,69.1,Restricted,W152,0.0,0.0
212,101851,2026-06,Internal Medicine,Central,T-C56,Hospital,5,7.0,2,18.0,7,1,4,0,37.5,120.0,1.25,3.47,14.81,60.7,60.9,Non-preferred,W176,,0.0
213,100224,2026-02,Internal Medicine,North,T-N66,Private Clinic,9,16.0,3,15.0,9,4,1,0,29.1,169.0,4.32,5.66,20.34,71.8,72.1,Preferred,W177,,0.0
214,100370,2026-01,Cardiology,South,T-S74,Group Practice,2,24.0,1,22.0,5,3,1,0,33.6,84.0,1.68,1.83,6.96,80.6,50.9,Restricted,W184,,0.0
215,101439,2026-06,Cardiology,Central,T-C26,Private Clinic,4,17.0,1,22.0,4,3,0,0,53.3,108.0,2.93,2.92,8.9,22.0,47.0,Preferred,W142,,1.0
216,101691,2026-03,Internal Medicine,East,T-E74,Academic,8,8.0,1,22.0,10,4,0,0,38.0,157.0,6.23,5.11,8.76,57.5,42.9,Preferred,W24,,0.0
217,100069,2026-01,Nephrology,East,T-E17,Group Practice,1,15.0,0,28.0,6,1,0,0,46.7,72.0,1.86,1.28,5.43,80.9,65.9,Non-preferred,W202,,0.0
218,102326,2026-02,Internal Medicine,East,T-E76,Academic,1,27.0,1,22.0,10,1,2,0,57.5,72.0,0.47,1.28,6.43,82.1,43.3,Preferred,W148,,0.0
219,102314,2026-05,Internal Medicine,Central,T-C43,Private Clinic,2,8.0,4,13.0,5,2,3,0,54.1,84.0,1.37,1.83,6.65,83.4,47.5,Restricted,W124,,0.0
220,102419,2026-01,Primary Care,North,T-N22,Private Clinic,7,17.0,4,13.0,10,5,8,1,38.8,145.0,5.35,4.57,19.1,29.0,54.2,Non-preferred,W188,,0.0
221,100169,2026-01,Endocrinology,West,T-W78,Academic,3,16.0,0,28.0,7,1,0,1,30.9,96.0,2.55,2.37,4.79,55.7,66.9,Non-preferred,W65,,0.0
222,100552,2026-02,Primary Care,North,T-N47,Hospital,1,22.0,1,22.0,4,2,2,0,45.6,72.0,1.86,1.28,5.26,39.3,56.5,Preferred,W92,,1.0
223,102312,2026-06,Nephrology,Central,T-C72,Hospital,6,20.0,2,18.0,13,6,2,0,57.3,133.0,4.66,4.02,19.1,44.9,51.2,Preferred,W165,,1.0
224,100915,2026-01,Cardiology,East,T-E38,Hospital,8,18.0,6,10.0,11,2,9,0,67.8,157.0,4.63,5.11,17.08,43.7,53.5,Preferred,W126,,0.0
225,100054,2026-01,Cardiology,West,T-W67,Hospital,4,11.0,1,22.0,7,2,2,0,42.4,108.0,1.57,2.92,9.75,42.4,48.0,Preferred,W179,,0.0
226,102388,2026-04,Primary Care,Central,T-C13,Group Practice,4,16.0,1,22.0,5,1,0,0,33.9,108.0,3.47,2.92,11.43,38.6,54.4,Restricted,W65,,0.0
227,101291,2026-06,Cardiology,Central,T-C68,Hospital,1,14.0,3,15.0,5,1,3,0,67.5,72.0,1.38,1.28,3.13,64.9,44.6,Non-preferred,W203,,0.0
228,100513,2026-04,Endocrinology,North,T-N14,Hospital,1,14.0,0,28.0,4,2,0,0,51.5,72.0,0.88,1.28,4.24,72.3,45.7,Preferred,W109,,1.0
229,100318,2026-04,Primary Care,East,T-E11,Academic,3,21.0,0,28.0,6,2,0,0,67.6,96.0,1.99,2.37,5.14,36.5,46.0,Preferred,W57,,1.0
230,100379,2026-01,Internal Medicine,East,T-E71,Group Practice,8,5.0,2,18.0,5,2,4,0,26.4,157.0,2.11,5.11,24.48,66.7,27.0,Preferred,W145,,0.0
231,102169,2026-04,Nephrology,East,T-E31,Private Clinic,5,15.0,3,15.0,8,5,1,0,54.0,120.0,2.21,3.47,8.61,31.1,75.9,Preferred,W144,,0.0
232,101369,2026-05,Internal Medicine,Central,T-C66,Hospital,6,20.0,6,10.0,4,1,5,1,77.6,133.0,4.57,4.02,14.11,24.5,37.9,Preferred,W21,,0.0
233,100115,2026-03,Primary Care,South,T-S74,Academic,10,5.0,8,9.0,3,1,6,0,65.5,181.0,4.23,6.21,24.06,50.9,39.7,Preferred,W126,,0.0
234,101099,2026-01,Nephrology,Central,T-C77,Group Practice,5,23.0,2,18.0,2,1,1,0,66.2,120.0,1.46,3.47,6.75,76.3,61.0,Non-preferred,W16,,1.0
235,102485,2026-06,Nephrology,East,T-E20,Private Clinic,6,8.0,4,13.0,5,2,3,0,42.9,133.0,4.81,4.02,10.38,42.5,66.5,Non-preferred,W38,,1.0
236,101873,2026-03,Primary Care,North,T-N51,Group Practice,6,5.0,2,18.0,6,2,1,1,9.9,133.0,2.39,4.02,15.23,72.4,49.5,Non-preferred,W55,,0.0
237,102189,2026-03,Nephrology,East,T-E64,Group Practice,9,13.0,4,13.0,9,2,2,1,25.2,169.0,7.4,5.66,27.6,23.0,55.5,Restricted,W76,,0.0
238,101029,2026-02,Internal Medicine,West,T-W68,Hospital,8,33.0,6,10.0,5,2,9,0,59.2,157.0,3.34,5.11,26.16,25.4,43.4,Restricted,W194,,0.0
239,101223,2026-04,Endocrinology,Central,T-C21,Group Practice,8,30.0,3,15.0,10,3,1,0,14.3,157.0,5.15,5.11,16.07,29.8,57.9,Preferred,W179,,0.0
240,102043,2026-06,Endocrinology,West,T-W78,Private Clinic,6,9.0,6,10.0,9,2,7,1,46.0,133.0,3.65,4.02,15.05,21.9,79.4,Non-preferred,W181,0.0,0.0
241,100218,2026-06,Cardiology,North,T-N30,Private Clinic,10,23.0,9,8.0,7,3,7,1,54.1,181.0,5.26,6.21,17.73,28.9,70.5,Preferred,W1,,0.0
242,100282,2026-05,Nephrology,East,T-E74,Private Clinic,2,20.0,0,28.0,10,2,0,0,39.0,84.0,1.72,1.83,2.23,78.1,60.5,Non-preferred,W44,,0.0
243,101188,2026-01,Primary Care,Central,T-C60,Hospital,4,20.0,5,11.0,8,1,2,0,65.0,108.0,3.35,2.92,9.66,100.0,65.4,Non-preferred,W97,,0.0
244,101957,2026-04,Primary Care,South,T-S61,Academic,9,14.0,7,9.0,6,1,3,0,53.6,169.0,5.19,5.66,21.32,57.2,51.2,Non-preferred,W104,,1.0
245,101890,2026-02,Internal Medicine,East,T-E46,Hospital,10,10.0,3,15.0,7,1,3,0,40.6,181.0,4.31,6.21,19.67,18.8,73.6,Restricted,W107,1.0,0.0
246,101732,2026-02,Endocrinology,North,T-N78,Hospital,1,11.0,0,28.0,3,1,0,0,41.2,72.0,2.04,1.28,4.76,30.3,74.4,Non-preferred,W138,,1.0
247,101653,2026-06,Internal Medicine,South,T-S13,Private Clinic,3,20.0,2,18.0,8,1,2,0,36.7,96.0,1.61,2.37,10.28,26.3,37.6,Non-preferred,W56,,0.0
248,102330,2026-05,Primary Care,North,T-N36,Private Clinic,8,10.0,2,18.0,8,1,2,0,37.4,157.0,6.36,5.11,19.66,42.4,35.2,Preferred,W176,,0.0
249,101662,2026-04,Primary Care,East,T-E71,Private Clinic,1,11.0,1,22.0,4,2,4,0,48.0,72.0,1.7,1.28,4.22,74.9,56.4,Preferred,W210,,0.0
250,100487,2026-05,Nephrology,West,T-W47,Group Practice,10,15.0,7,9.0,5,1,8,0,70.8,181.0,7.44,6.21,14.44,72.3,34.9,Restricted,W127,,1.0
251,102487,2026-03,Primary Care,South,T-S66,Hospital,8,23.0,8,9.0,10,1,5,1,43.9,157.0,5.38,5.11,14.98,58.6,28.6,Non-preferred,W52,,0.0
252,101116,2026-01,Internal Medicine,East,T-E12,Private Clinic,6,17.0,2,18.0,9,2,3,0,30.4,133.0,4.0,4.02,11.17,51.7,73.0,Non-preferred,W26,,0.0
253,100620,2026-04,Internal Medicine,South,T-S54,Academic,8,25.0,2,18.0,10,3,1,0,27.3,157.0,6.75,5.11,14.01,14.8,50.0,Restricted,W184,,0.0
254,102489,2026-06,Cardiology,Central,T-C45,Hospital,5,9.0,2,18.0,6,2,0,0,39.3,120.0,1.68,3.47,14.87,53.2,32.4,Preferred,W40,,0.0
255,101350,2026-05,Primary Care,Central,T-C58,Private Clinic,10,9.0,4,13.0,8,2,2,0,50.8,181.0,4.08,6.21,19.52,7.8,54.4,Restricted,W82,,0.0
256,100583,2026-04,Primary Care,West,T-W64,Private Clinic,8,19.0,1,22.0,7,2,0,0,35.3,157.0,4.1,5.11,17.9,6.8,51.0,Non-preferred,W87,,0.0
257,100086,2026-04,Endocrinology,North,T-N57,Academic,4,10.0,2,18.0,4,1,1,0,61.0,108.0,2.44,2.92,7.13,67.1,44.8,Restricted,W218,,1.0
258,100464,2026-03,Primary Care,South,T-S31,Hospital,1,4.0,2,18.0,5,3,1,0,58.1,72.0,2.12,1.28,2.79,89.3,54.4,Restricted,W124,,1.0
259,101409,2026-06,Endocrinology,West,T-W37,Group Practice,8,16.0,3,15.0,6,1,3,0,56.3,157.0,1.49,5.11,25.13,59.1,56.1,Preferred,W107,,0.0
260,102377,2026-03,Cardiology,West,T-W30,Group Practice,1,4.0,1,22.0,7,0,0,1,34.5,72.0,0.93,1.28,4.36,86.2,38.7,Non-preferred,W126,,0.0
261,100137,2026-03,Primary Care,South,T-S75,Group Practice,2,5.0,3,15.0,8,1,2,0,16.3,84.0,1.33,1.83,4.49,62.9,81.0,Preferred,W148,,0.0
262,100341,2026-04,Cardiology,West,T-W27,Hospital,7,7.0,8,9.0,6,3,4,0,43.3,145.0,2.82,4.57,15.48,56.3,64.6,Preferred,W147,0.0,0.0
263,101157,2026-04,Cardiology,East,T-E75,Academic,6,6.0,2,18.0,3,1,0,0,25.9,133.0,3.87,4.02,13.23,50.7,40.8,Non-preferred,W147,,0.0
264,102457,2026-01,Primary Care,Central,T-C24,Private Clinic,10,20.0,6,10.0,6,3,3,0,34.1,181.0,9.33,6.21,21.75,20.2,64.5,Not covered,W99,0.0,0.0
265,101280,2026-05,Nephrology,South,T-S10,Hospital,10,9.0,3,15.0,5,0,1,0,26.4,181.0,6.36,6.21,22.23,56.3,41.9,Preferred,W129,,0.0
266,102231,2026-04,Cardiology,North,T-N77,Group Practice,8,14.0,3,15.0,7,2,3,1,23.9,157.0,3.22,5.11,14.54,36.6,34.7,Restricted,W7,,0.0
267,102221,2026-04,Internal Medicine,Central,T-C56,Group Practice,9,8.0,4,13.0,8,1,2,0,44.0,169.0,3.59,5.66,27.14,4.5,74.5,Not covered,W52,,1.0
268,100768,2026-03,Cardiology,West,T-W69,Private Clinic,9,27.0,3,15.0,3,1,4,1,54.9,169.0,2.21,5.66,15.93,29.2,67.1,Not covered,W26,,0.0
269,101738,2026-05,Nephrology,Central,T-C19,Private Clinic,10,16.0,6,10.0,9,3,5,0,46.7,181.0,4.77,6.21,24.81,7.9,59.7,Preferred,W46,,0.0
270,100761,2026-01,Internal Medicine,South,T-S59,Private Clinic,6,14.0,7,9.0,7,3,9,1,70.5,133.0,5.54,4.02,18.14,23.6,64.9,Restricted,W40,0.0,0.0
271,100722,2026-02,Nephrology,Central,T-C38,Group Practice,5,22.0,3,15.0,15,3,3,0,59.0,120.0,2.87,3.47,10.94,31.3,47.5,Not covered,W154,,0.0
272,102272,2026-05,Primary Care,North,T-N77,Private Clinic,5,12.0,1,22.0,9,3,0,0,24.4,120.0,2.34,3.47,14.38,36.0,33.1,Preferred,W145,,0.0
273,101040,2026-01,Endocrinology,Central,T-C26,Private Clinic,1,10.0,0,28.0,3,0,0,1,12.8,72.0,1.17,1.28,5.13,75.1,38.9,Restricted,W169,,1.0
274,100973,2026-06,Internal Medicine,Central,T-C57,Hospital,7,7.0,1,22.0,4,1,1,0,42.9,145.0,3.12,4.57,12.51,56.8,53.1,Preferred,W104,,0.0
275,102056,2026-01,Primary Care,South,T-S48,Hospital,3,16.0,1,22.0,7,1,0,0,19.7,96.0,1.65,2.37,9.05,33.1,69.6,Preferred,W135,0.0,0.0
276,101475,2026-04,Cardiology,West,T-W51,Group Practice,2,1.0,1,22.0,3,1,0,0,65.7,84.0,0.83,1.83,6.43,71.3,36.0,Preferred,W76,,1.0
277,101730,2026-06,Endocrinology,South,T-S74,Academic,4,19.0,4,13.0,8,1,5,0,42.7,108.0,2.77,2.92,13.32,42.6,36.4,Not covered,W56,,0.0
278,100734,2026-03,Primary Care,East,T-E68,Hospital,6,22.0,1,22.0,8,2,2,1,40.7,133.0,3.91,4.02,10.21,54.5,27.0,Non-preferred,W94,0.0,0.0
279,102121,2026-06,Internal Medicine,North,T-N26,Private Clinic,6,28.0,1,22.0,4,1,1,1,39.9,133.0,2.49,4.02,11.91,58.9,53.5,Non-preferred,W175,,0.0
280,101823,2026-03,Internal Medicine,Central,T-C51,Private Clinic,9,17.0,7,9.0,8,2,7,0,48.3,169.0,6.72,5.66,20.72,39.8,76.0,Preferred,W45,,0.0
281,102421,2026-01,Internal Medicine,North,T-N78,Hospital,5,24.0,2,18.0,7,3,1,0,40.0,120.0,2.55,3.47,10.3,69.6,43.8,Preferred,W148,,0.0
282,102249,2026-04,Nephrology,East,T-E52,Hospital,2,20.0,0,28.0,2,0,0,0,71.7,84.0,0.93,1.83,3.29,60.7,73.8,Non-preferred,W110,,1.0
283,102422,2026-06,Cardiology,East,T-E77,Hospital,2,12.0,4,13.0,6,0,3,0,74.5,84.0,2.14,1.83,6.07,71.5,34.2,Non-preferred,W70,,0.0
284,102274,2026-03,Internal Medicine,West,T-W39,Hospital,5,9.0,5,11.0,1,0,2,0,34.8,120.0,2.59,3.47,9.75,61.1,61.1,Preferred,W45,,0.0
285,101434,2026-02,Internal Medicine,North,T-N28,Hospital,4,19.0,2,18.0,3,1,1,0,48.8,108.0,5.08,2.92,10.67,85.7,35.2,Non-preferred,W194,0.0,0.0
286,102311,2026-05,Cardiology,West,T-W20,Private Clinic,1,10.0,2,18.0,5,2,0,0,34.2,72.0,1.73,1.28,2.98,85.7,34.7,Non-preferred,W32,,0.0
287,102026,2026-03,Primary Care,North,T-N72,Hospital,6,10.0,8,9.0,7,3,3,1,37.8,133.0,5.47,4.02,16.68,66.0,53.5,Preferred,W54,0.0,1.0
288,100020,2026-03,Endocrinology,East,T-E51,Hospital,4,1.0,2,18.0,4,0,1,0,49.1,108.0,2.88,2.92,11.17,53.9,46.3,Preferred,W213,,1.0
289,100771,2026-05,Cardiology,East,T-E57,Hospital,5,10.0,3,15.0,5,2,2,0,18.8,120.0,3.6,3.47,13.25,17.1,58.1,Preferred,W218,,0.0
290,101427,2026-02,Internal Medicine,Central,T-C42,Hospital,3,24.0,0,28.0,7,1,0,0,56.5,96.0,1.22,2.37,8.48,97.1,62.0,Non-preferred,W113,,0.0
291,100250,2026-05,Internal Medicine,North,T-N73,Private Clinic,7,11.0,2,18.0,8,1,2,1,39.9,145.0,2.47,4.57,20.69,64.0,55.5,Preferred,W75,,0.0
292,100138,2026-05,Primary Care,North,T-N54,Hospital,5,16.0,2,18.0,3,1,2,1,65.7,120.0,4.7,3.47,14.55,37.7,60.2,Restricted,W3,,1.0
293,102091,2026-05,Primary Care,South,T-S29,Hospital,5,4.0,5,11.0,9,3,4,0,45.4,120.0,3.61,3.47,10.28,67.6,52.0,Non-preferred,W73,,1.0
294,100633,2026-01,Cardiology,West,T-W76,Group Practice,6,5.0,4,13.0,3,1,4,0,63.5,133.0,3.87,4.02,15.49,58.4,81.7,Non-preferred,W154,,0.0
295,100037,2026-06,Primary Care,West,T-W75,Private Clinic,2,9.0,3,15.0,14,4,3,0,67.7,84.0,1.44,1.83,4.47,93.5,45.3,Non-preferred,W106,,0.0
296,100682,2026-04,Primary Care,South,T-S53,Group Practice,5,18.0,2,18.0,6,1,2,0,31.3,120.0,2.14,3.47,13.42,73.5,38.6,Restricted,W132,,0.0
297,100615,2026-04,Endocrinology,East,T-E41,Hospital,6,10.0,8,9.0,3,1,5,0,56.7,133.0,4.48,4.02,12.17,15.0,70.2,Non-preferred,W91,,0.0
